,0,1,2
3331,75a101ce-e909-365a-97a1-c19943950ebe.yml,_Francis_1931,
3332,75c01c74-c7dd-3b07-a5f1-a3eb658bad52.yml,Compte_provi,
3333,75c1face-dcd2-3790-bf4c-1cd6ec77490c.yml,Heros_InConnu,"{'home': {'world': 'world', 'x': 6873.652533218326, 'y': 71.0, 'z': -1750.2441585056406, 'yaw': 177.02662658691406, 'pitch': 16.14259147644043, 'world-name': ''}, 'a': {'world': 'world', 'x': 6872.107342506395, 'y': 71.0, 'z': -1750.621655410619, 'yaw': 96.13966369628906, 'pitch': 16.22606658935547, 'world-name': ''}}"
3334,75c42daf-9542-375e-bab4-117bb2fc0f7f.yml,OrzZz,"{'home': {'world': 'world', 'x': 5762.350084327918, 'y': 10.0, 'z': 1530.5948594420183, 'yaw': 149.84959411621094, 'pitch': 10.349983215332031, 'world-name': ''}}"
3335,75cc82c2-54c8-34f8-a30c-69b31e830c10.yml,Ichem69,
3336,75ce24c2-ef86-3976-a0a2-c6bb66bcefdd.yml,oloapa,
3337,75f8573e-a80a-3990-a950-6edeb3c80410.yml,RaphaApha,
3338,761513d2-fc27-3bbc-9304-91e6e959df08.yml,MrAzakov_YT,
3339,76155fd7-41fd-37cf-8666-9534cb599e15.yml,Sushikiis,
3340,761a35cb-c7ed-3ab8-ae87-9429ef7142cb.yml,VdX31,
3341,761f3fe5-2a0e-3a27-83da-f2ffc972f67b.yml,hugo242,
3342,7628a0a4-fd7f-3213-a735-60ad9b053f2b.yml,Ashara93,
3343,763fd99c-d271-36d8-b4d1-f6ad2cec148d.yml,LUCIEN77144,
3344,76410ef7-b8f9-383d-bc13-3dac290d6b19.yml,alex101,"{'home': {'world': 'ressource', 'x': -314.69999998807907, 'y': 16.0, 'z': 644.2318692879261, 'yaw': -11.960617065429688, 'pitch': 68.40000915527344, 'world-name': ''}, 'minage': {'world': 'ressource', 'x': -302.15115114883537, 'y': 17.0, 'z': 634.6888750702436, 'yaw': -178.9100341796875, 'pitch': 19.79995346069336, 'world-name': ''}, 'foret': {'world': 'ressource', 'x': -6497.6008299054965, 'y': 86.0, 'z': 1080.9519646865172, 'yaw': -151.49978637695312, 'pitch': 1.9499989748001099, 'world-name': ''}}"
3345,765c0425-09ec-3feb-941b-4821020fcf91.yml,DidileoYT,
3346,76658789-7009-3290-801f-bfe8d6af2cfd.yml,Lunassa,
3347,76664e05-5254-3fd2-a29b-7afd7d250db4.yml,Hateroi,
3348,766c57ac-9f54-30b3-bd6d-5264d7ab841d.yml,Sykfeuille,
3349,7670c9f5-7f13-3752-b646-f9cbb8b1957a.yml,Antoine47,
3350,76719363-86ee-312e-9ce5-6db7cb2399d6.yml,Alexs16,
3351,76792c70-d15d-3c1e-87f4-7e00aa3500d4.yml,CrackedTest476,
3352,76834aab-be80-3db7-aee4-fdbf84523768.yml,freresbg,
3353,769057b9-d050-3ed9-a78f-4d7f7c7389bc.yml,CookiesVIII,
3354,7696d9f3-d082-37a5-a7e6-6e5b77439b38.yml,Bobicraft,
3355,76ab631a-7af3-3d8d-8f13-c711d5122000.yml,_Annika_,
3356,76adddbd-57a8-39f0-bfcc-cd3bada92b36.yml,VLCVMf,
3357,76af7cc8-8c8d-38a8-99ab-4fb060ede286.yml,Destrorc,
3358,76b3fc61-8249-377c-ba6f-0b1e7a24a760.yml,Ray81194,
3359,76bdff36-ed28-3bd2-b1a1-f431b6805bba.yml,Make_Haron_YT,
3360,76be88d9-48a9-3d2b-a8ca-f871903b587b.yml,youva,
3361,76c4ddc7-e6e5-3c5b-87cd-0c7aee38f108.yml,tom51490,
3362,76d28b59-b57f-389b-9e78-72ffd3de7408.yml,Obsigamer,
3363,76d4fb0b-d4c8-3486-ad3f-d55cb9aa7e9d.yml,808Tyllxw,
3364,76db9cfc-0d81-3d94-827d-25d6936682f6.yml,Erwan01,
3365,76e2b778-6031-3cfe-a9d2-c1dd799a67ad.yml,rafik,
3366,77016524-9b44-36eb-9474-3e236dfa3e24.yml,titanium12,
3367,7706aa49-5a4d-390f-88ec-966bd669a4c4.yml,floriqn,
3368,77072224-5736-3807-81fe-8d375c939192.yml,x_mAgIk13,
3369,771268fd-618b-3015-b1b2-1936575c91ef.yml,CrackedTest104,
3370,7719bba4-6bf2-325e-bc95-4f42085dea7a.yml,BurnGemios3643SZ,
3371,7722db99-6597-3284-b910-d82900067220.yml,Furious_Survival,"{'base': {'world': 'world', 'x': 681.0799611805037, 'y': 78.0, 'z': -252.3497726588329, 'yaw': -259.01416015625, 'pitch': 20.065753936767578, 'world-name': ''}}"
3372,772e0431-2cff-39d1-a808-ccd2bb50282f.yml,Diaval94,
3373,772f84ff-d0a5-3b15-b70e-3ed1cc0cbcbc.yml,andrea,
3374,7747ab5f-f35a-37de-9cc2-26e226c3d46d.yml,CrackedTest38,
3375,774cdef9-fe19-3652-9aa5-075cd59b36ef.yml,LeCanardVolant,
3376,774e04ca-bca6-33db-a3fc-79d9115968ab.yml,dracarsys08,
3377,774e4111-bb51-3e17-ba2d-44d197b6e408.yml,Samy,
3378,774f828e-5dd4-34ea-93da-d588d72b6a0c.yml,Agent_Jean,
3379,7759f39c-88c6-380a-aea9-88159c1f0e34.yml,PAPAlexiiiiis,"{'m': {'world': '1049c39c-53b0-4a8e-b1fc-50afc7933998', 'world-name': 'Ressource', 'x': -2233.075880541363, 'y': 75.0, 'z': -1685.8933153221926, 'yaw': -22.650421142578125, 'pitch': 18.00015640258789}, 'p': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': 2003.877988623839, 'y': 64.0, 'z': 3479.1752020841936, 'yaw': 174.9010009765625, 'pitch': 35.39973449707031}, 'm2': {'world': '1049c39c-53b0-4a8e-b1fc-50afc7933998', 'world-name': 'Ressource', 'x': -736.3000000119209, 'y': -54.0, 'z': -2038.5584477721384, 'yaw': -92.54986572265625, 'pitch': 33.748497009277344}, 'n': {'world': '239dfc2c-a5b9-4558-96a3-0458f2b9d849', 'world-name': 'RessourceNether', 'x': -137.84283046176554, 'y': 37.0, 'z': 5.465973445454473, 'yaw': 90.00060272216797, 'pitch': 15.599831581115723}, 'boutique': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -137.53078535353038, 'y': 70.0625, 'z': -30.514833473807748, 'yaw': -80.694091796875, 'pitch': 35.84980773925781}, 'm3': {'world': '1049c39c-53b0-4a8e-b1fc-50afc7933998', 'world-name': 'Ressource', 'x': -534.4430009261345, 'y': 11.0, 'z': -2183.5317861459876, 'yaw': -91.20285034179688, 'pitch': 43.6494026184082}}"
3380,775bcef5-1ec9-322d-812b-76112d69de37.yml,Weshhh,
3381,775cfad5-b97c-3c90-9166-decb23138d01.yml,lysuii,
3382,775d6a01-e385-3023-b123-070aa186df9e.yml,eli0123,
3383,775f12de-7ad6-3cdc-a90a-ec3308d64139.yml,TechGn,
3384,77611661-1889-31f1-a417-b2f42474f055.yml,ewen,"{'home': {'world': 'world', 'x': -1157.0158850505295, 'y': 71.0, 'z': -5996.621863295927, 'yaw': -43.1961669921875, 'pitch': 15.657628059387207, 'world-name': ''}}"
3385,77632d5c-37cb-313a-889a-4ec227b8e6ff.yml,GougouCoC,"{'base': {'world': 'world', 'x': 2404.547822811585, 'y': 58.0, 'z': -6314.534283433802, 'yaw': 43.65379333496094, 'pitch': 29.699979782104492, 'world-name': ''}}"
3386,777929ef-d5ac-33af-8d6a-be00e2b7ed43.yml,NikoWarriors,
3387,778019b6-2b1e-393b-b2e5-bb97663b810b.yml,sinay,
3388,7787ae3a-1edf-3b8a-ab2a-c3a105433b5d.yml,Dindonoglouglou,"{'maison': {'world': 'world', 'x': -5082.765827606009, 'y': 71.0, 'z': 1519.4674866095588, 'yaw': -271.7967529296875, 'pitch': 10.732756614685059, 'world-name': ''}, 'mine': {'world': 'Ressource', 'x': 121.48158114262077, 'y': 72.0, 'z': -1243.2484644702686, 'yaw': -10.34497356414795, 'pitch': 6.722991943359375, 'world-name': ''}, 'nether': {'world': 'Nether', 'x': -97.15824495862888, 'y': 45.0, 'z': 271.24054078836707, 'yaw': -269.229248046875, 'pitch': 16.69574737548828, 'world-name': ''}}"
3389,778af87f-70e0-33db-9936-35b70365a2d1.yml,julien12,
3390,77991698-931d-31de-9585-bcdca1d5b285.yml,Marasane,
3391,779a8aa8-b8fb-343d-ab59-e322d9ad6146.yml,ftwsolidsnake,"{'home': {'world': 'world', 'x': 4215.685843061211, 'y': 101.0, 'z': 545.2478199547587, 'yaw': -91.50985717773438, 'pitch': 17.100130081176758, 'world-name': ''}}"
3392,779e8acc-c1b6-3866-8229-12f87008c76f.yml,CrackedTest435,
3393,779f2c66-9838-3567-8c51-c2a984b906c6.yml,MistiBulle,"{'home': {'world': 'world', 'x': -6539.720930238783, 'y': 64.0, 'z': 5213.421835172238, 'yaw': -187.2005615234375, 'pitch': 20.849992752075195, 'world-name': ''}}"
3394,77a6ce32-04e5-37ea-a662-5e5b756211c8.yml,CrackedTest89,
3395,77afc8e1-7487-3df2-948c-95a7c36ab41d.yml,Dangerous_wolf,"{'t': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -5834.160430053101, 'y': 78.0, 'z': 3802.3114942370325, 'yaw': -12.148545265197754, 'pitch': 53.249820709228516, 'world-name': 'world'}, 'r': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 3033.5398597593817, 'y': 80.0, 'z': -2950.8249910282116, 'yaw': -41.24916458129883, 'pitch': 9.149975776672363, 'world-name': 'world'}, 'l': {'world': 'world', 'x': 3441.878443639798, 'y': 89.0, 'z': -5445.6141724701665, 'yaw': -173.53892517089844, 'pitch': 50.699928283691406, 'world-name': ''}}"
3396,77b30277-8731-3008-b897-dc62c8564a04.yml,herazor,
3397,77b4e327-6f89-33dd-b99c-bd9de53417f3.yml,aless_sonic07,
3398,77cb6315-21d7-37b5-a5e3-e71f568ea4bb.yml,Dobrien,
3399,77ddd6c0-d8ce-3a98-b883-d026f8824f6a.yml,Saf,
3400,77e45a51-be07-35fc-b499-609ebcd481f5.yml,Kalemm,
3401,77ef3451-fa19-3683-8c51-da7f1c0f106e.yml,kingofStone,
3402,77f5e9b7-d5ad-3493-bb16-6375c9e93306.yml,Flyroxio,"{'base': {'world': 'world', 'x': -6896.569312676794, 'y': 67.9375, 'z': -2013.6532533584505, 'yaw': -185.33349609375, 'pitch': 34.95009994506836, 'world-name': ''}, 'ressources': {'world': 'ressource', 'x': -768.6039741826922, 'y': 70.0, 'z': 2967.8849622720277, 'yaw': 2.398162841796875, 'pitch': 38.0999755859375, 'world-name': ''}}"
3403,77f5e9ef-f017-3562-913b-03487e19f9c7.yml,Ashurs_,
3404,780b8373-2129-3930-8413-af0172323af6.yml,Istaws,
3405,78141edb-473a-3294-b840-5958debc43ef.yml,LunneAtik,"{'un': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 2928.577458290101, 'y': 92.0, 'z': -762.8483843756734, 'yaw': -36.79960250854492, 'pitch': 62.85062026977539, 'world-name': 'world'}, 'gouffre': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 3721.510663143344, 'y': 76.809610269154, 'z': 6181.982118962145, 'yaw': -107.1739501953125, 'pitch': 49.49957275390625, 'world-name': 'world'}, 'marin': {'world': '1ae606ba-6432-4a86-829b-b3a0fe0cb7d1', 'x': -97.86163750917277, 'y': 67.89598648224609, 'z': 75.60175492401031, 'yaw': -173.917236328125, 'pitch': 36.89983367919922, 'world-name': 'pvp'}, 'vieux': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 743.0475543889232, 'y': 67.0, 'z': 23.84593268816691, 'yaw': -183.92111206054688, 'pitch': 10.349658012390137, 'world-name': 'world'}, 'element': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 6027.259946073594, 'y': 82.03795814915395, 'z': -2303.5306611844253, 'yaw': 269.63922119140625, 'pitch': 83.10005187988281, 'world-name': 'world'}, 'nether': {'world': 'd097c14e-8288-4547-88dc-d9590a602c7b', 'x': 1092.0887749008207, 'y': 36.0, 'z': -1148.4150254850626, 'yaw': -2.3126494884490967, 'pitch': 36.8940544128418, 'world-name': 'Nether'}, 'arbresg_ants': {'world': '7ed6cd7a-5308-4d6f-be72-6919769ec8ab', 'x': -501.4556794309074, 'y': 49.031015507067266, 'z': -1699.0695802860794, 'yaw': -357.45269775390625, 'pitch': 31.80005645751953, 'world-name': 'Test'}, 'pvp': {'world': '886c7d43-b736-498b-8648-cad06b6b21d1', 'x': 330.11096114763006, 'y': 4.0, 'z': -1430.5261168558645, 'yaw': 80.2133560180664, 'pitch': 5.549624919891357, 'world-name': 'Event'}, 'hunger': {'world': 'Test', 'x': 380.877929592529, 'y': 4.0, 'z': -314.69999998807907, 'yaw': -183.7481689453125, 'pitch': 29.10039710998535, 'world-name': ''}, 'burny': {'world': 'world', 'x': 5076.543282238059, 'y': 77.0, 'z': 6382.100350732311, 'yaw': -137.02879333496094, 'pitch': 53.999595642089844, 'world-name': ''}, 'pvpville': {'world': 'Event', 'x': 1433.699999988079, 'y': 33.0, 'z': -2461.2305724524567, 'yaw': -304.5341796875, 'pitch': 11.699379920959473, 'world-name': ''}, 'coffreburny': {'world': 'world', 'x': 4971.025175995789, 'y': 54.0, 'z': 6001.89710377968, 'yaw': 274.78564453125, 'pitch': 7.799695014953613, 'world-name': ''}, 'aurian': {'world': 'world', 'x': -3143.821969565583, 'y': 39.721845147464734, 'z': 4420.904037596792, 'yaw': -116.38018798828125, 'pitch': 31.650056838989258, 'world-name': ''}, 'error': {'world': 'pvp', 'x': -32.76510996184486, 'y': 123.99141509511594, 'z': 1366.3803404768437, 'yaw': 60.14697265625, 'pitch': 47.09978103637695, 'world-name': ''}}"
3406,782fddc8-3a87-313a-9863-d03a38ad64ee.yml,SmallMan_,
3407,7834bf67-7336-3706-a514-e70ca1f53061.yml,Omega_62,
3408,7848603c-48f1-36b8-83d5-9efe5cd00f35.yml,Fox_03,
3409,784927b3-c7bf-305f-b4ee-da740f807555.yml,admiral123457,"{'maison': {'world': 'world', 'x': 5650.373741304002, 'y': 78.0, 'z': 745.7368203416491, 'yaw': 175.0313720703125, 'pitch': 49.94986343383789, 'world-name': ''}, 'shop': {'world': 'world', 'x': -124.864516055268, 'y': 46.0, 'z': 411.0987246188959, 'yaw': -359.1603088378906, 'pitch': 55.800052642822266, 'world-name': ''}, 'village': {'world': 'Ressource', 'x': -917.4368611244179, 'y': 67.0, 'z': 1868.2239511500425, 'yaw': 258.73846435546875, 'pitch': 56.40001678466797, 'world-name': ''}}"
3410,7849ab59-5d98-3c90-bb96-99b6ca91e40e.yml,Methynium,"{'home': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 1094.6919200994441, 'y': 71.0, 'z': 3849.2502506525693, 'yaw': -270.1501159667969, 'pitch': 7.949910640716553, 'world-name': 'world'}, 'atlantis': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 3524.950887975965, 'y': 24.0, 'z': 2168.237500011921, 'yaw': 175.71165466308594, 'pitch': 6.150195121765137, 'world-name': 'world'}, 'chlo_': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': 6151.106833152586, 'y': 113.0, 'z': 2326.4276406165473, 'yaw': 89.6829833984375, 'pitch': 67.20042419433594}}"
3411,7856d8e8-a925-3ce8-8960-46b3621ba664.yml,AdroseML,"{'build': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 5412.935260545354, 'y': 91.0, 'z': 6154.0128811717295, 'yaw': 30.04248046875, 'pitch': 39.90456771850586, 'world-name': 'world'}, 'coffre': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 4932.5, 'y': 55.0, 'z': 6030.5, 'yaw': -292.094970703125, 'pitch': 3.7500598430633545, 'world-name': 'world'}, 'maison': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 4873.877400792017, 'y': 170.0, 'z': 6071.531634095616, 'yaw': 78.30805206298828, 'pitch': 19.800025939941406, 'world-name': 'world'}, '93_4': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 4911.242825297779, 'y': 168.0, 'z': 6143.541137009532, 'yaw': 120.04550170898438, 'pitch': 32.549705505371094, 'world-name': 'world'}, 'claimsolo': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 5370.773225328429, 'y': 68.0, 'z': 6195.823744819165, 'yaw': -90.77571868896484, 'pitch': 28.499534606933594, 'world-name': 'world'}, 'shopamoi': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -374.8204509504332, 'y': 98.0, 'z': 435.9387468207674, 'yaw': 172.87271118164062, 'pitch': 23.249788284301758}, 'banane': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -1541.0218440281858, 'y': 62.0, 'z': -172.41281033152092, 'yaw': -174.57763671875, 'pitch': 90.0}, 'prune': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -2388.987500011921, 'y': -24.0, 'z': -2863.7117364816363, 'yaw': 53.40507507324219, 'pitch': 76.95022583007812}, 'tomate': {'world': '662d438a-3236-43b5-be72-96a96955dbc4', 'world-name': 'RessourceNether', 'x': -983.9211623277756, 'y': 60.0, 'z': -766.3527900417312, 'yaw': 85.49810791015625, 'pitch': 26.099864959716797}, 'poire': {'world': '1c5ecae9-0331-471a-b4f1-02a6857928e0', 'world-name': 'Ressource', 'x': -2937.699999988079, 'y': 6.0, 'z': -4082.7363760602434, 'yaw': 62.516632080078125, 'pitch': 17.5498104095459}, 'pomme': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -2375.482276187223, 'y': -22.0, 'z': -2875.7194059354765, 'yaw': 32.686279296875, 'pitch': 37.7996940612793}, 'avocat': {'world': '6563d6e0-8b82-4203-9071-c8829a7a6845', 'world-name': 'grosPlot', 'x': 250.85428713660778, 'y': 36.67563965330826, 'z': 395.7255989026571, 'yaw': -143.9292449951172, 'pitch': 4.200121879577637}, 'carrotte': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -1516.893972194579, 'y': 58.0, 'z': -164.80712904176494, 'yaw': -9.453125, 'pitch': 48.450096130371094}, 'quest': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -132.3581648914984, 'y': 71.0625, 'z': 70.83764790346063, 'yaw': 173.7059783935547, 'pitch': 33.60014343261719}, 'rotie': {'world': '1c5ecae9-0331-471a-b4f1-02a6857928e0', 'world-name': 'Ressource', 'x': -978.3251447976382, 'y': 65.5, 'z': -2035.4009313037811, 'yaw': -109.3489761352539, 'pitch': 49.050411224365234}, 'kitchen': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -1503.647158975108, 'y': 46.0, 'z': -149.43586972520094, 'yaw': -141.818115234375, 'pitch': 13.55079460144043}, 'geode': {'world': '1c5ecae9-0331-471a-b4f1-02a6857928e0', 'world-name': 'Ressource', 'x': -389.2968376031256, 'y': 0.0, 'z': -2038.864027054645, 'yaw': 176.51898193359375, 'pitch': 3.850623607635498}, 'base2': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -1069.7332611073682, 'y': 65.0, 'z': -136.07780898245719, 'yaw': 140.451171875, 'pitch': 21.074724197387695}, 'nain': {'world': '1c5ecae9-0331-471a-b4f1-02a6857928e0', 'world-name': 'Ressource', 'x': -679.3968240887608, 'y': -55.0, 'z': 115.25700947677173, 'yaw': 136.4722900390625, 'pitch': 42.750465393066406}, 'expfarm': {'world': '6bdd2179-c84d-4026-8d7c-65a544be51ab', 'world-name': 'HestiaEnd', 'x': -261.6970220310186, 'y': 60.0, 'z': -16.656206831076172, 'yaw': 88.2542724609375, 'pitch': 26.09959602355957}}"
3412,78623728-66fa-39e4-b9d8-8ea0f2a1eb05.yml,BlackeuhSovaj,
3413,78699438-7ec4-3736-a6de-c45b2849e5ed.yml,eluminatixmaxytb,
3414,7886b84d-c47e-36fc-89d1-001ba533d4e7.yml,Sezon,
3415,788776b6-9e6f-3767-9949-7c8789b112c3.yml,Tazered,"{'home': {'world': 'ressource', 'x': 271.6183937880769, 'y': 69.0, 'z': 1154.190867427124, 'yaw': -308.401611328125, 'pitch': 75.30000305175781, 'world-name': ''}, 'ressource': {'world': 'ressource', 'x': 256.144762231228, 'y': 68.0, 'z': 1148.6859912359434, 'yaw': -114.9012451171875, 'pitch': 41.85000991821289, 'world-name': ''}, 'maison': {'world': 'world', 'x': -5650.469566567184, 'y': 64.0, 'z': 5905.873809563312, 'yaw': -266.74188232421875, 'pitch': 18.150012969970703, 'world-name': ''}}"
3416,789c0eed-23c5-3517-bafe-f41cb3b7ae12.yml,AlphaWolf77,"{'maison': {'world': 'world', 'x': 5199.580773648485, 'y': 63.0, 'z': 4298.659959799289, 'yaw': 187.0390625, 'pitch': 13.050070762634277, 'world-name': ''}}"
3417,78a11ae8-4fbe-3e75-aeae-7bb3fc30e7c9.yml,Dark_PvP89,
3418,78aff216-0741-30b6-93a8-65bce862fdc9.yml,Blutsh,"{'g': {'world': 'world', 'x': 125.53954270307452, 'y': 64.0, 'z': 532.2402102779632, 'yaw': -162.6207275390625, 'pitch': -16.349994659423828, 'world-name': ''}}"
3419,78b319f2-6333-3ac2-b70d-b05c48f441b7.yml,SarteckYT,"{'home': {'world': 'world', 'x': -3896.457210433924, 'y': 63.0, 'z': -3795.300000011921, 'yaw': 169.20458984375, 'pitch': 81.29998016357422, 'world-name': ''}}"
3420,78b7e46e-50ec-3daf-8b9a-1f2778586a44.yml,youyouyouss,
3421,78b81182-71b5-3554-bb4f-d84ea865e6d0.yml,Teyric,
3422,78b9a9d3-687e-3f73-85c1-cff7b2f0ac4f.yml,Spraya,
3423,78bbad52-acc7-3e77-a9e8-1bf8ca44bb7d.yml,sStrada,"{'maison': {'world': 'world', 'x': 1187.605257551901, 'y': 57.0, 'z': -6879.857168483369, 'yaw': 111.44979858398438, 'pitch': 11.850000381469727, 'world-name': ''}, 'maison2': {'world': 'world', 'x': -3370.309835186498, 'y': 74.0, 'z': 343.30000001192093, 'yaw': 95.397705078125, 'pitch': 22.500072479248047, 'world-name': ''}}"
3424,78c0fcd5-a831-30c4-a7bd-e7b56b23353c.yml,topppot,
3425,78c254cd-27ba-3b1d-b2e8-9470c8c1e139.yml,The_Blacky,"{'b': {'world': 'world', 'x': -2248.228463120274, 'y': 63.0, 'z': 738.590173121283, 'yaw': 88.94898986816406, 'pitch': 1.499914288520813, 'world-name': ''}}"
3426,78c8f877-b90f-34f8-9db6-07e7b9ecfe7f.yml,angel789456,
3427,78ce58c4-df0f-30fe-974c-027ce2400d50.yml,Freelord,
3428,78d85ddf-9e3c-3218-8b55-4d00d69a2950.yml,CrackedTest399,
3429,78da7c17-59fd-3514-bdf3-2337b5832b29.yml,ZeMiss_Games,"{'home': {'world': 'world', 'x': -5900.244147370412, 'y': 11.0, 'z': -5641.483179759137, 'yaw': -42.75103759765625, 'pitch': 7.500001430511475, 'world-name': ''}}"
3430,78e0c62c-2d86-3acf-92eb-bb6b743b3cc7.yml,Elisa2003,"{'base': {'world': 'world', 'x': 5520.218651617894, 'y': 63.0, 'z': -2246.533042665112, 'yaw': 98.249267578125, 'pitch': 11.09993839263916, 'world-name': ''}, 'or': {'world': 'world', 'x': -2802.2955265492833, 'y': 78.0, 'z': -59.29970017009111, 'yaw': 265.880126953125, 'pitch': 21.314159393310547, 'world-name': ''}, 'patate': {'world': 'world', 'x': -2359.8981774926287, 'y': 63.9375, 'z': -6729.215526328286, 'yaw': 269.143310546875, 'pitch': 35.75963592529297, 'world-name': ''}}"
3431,78eb3d69-83e5-3c00-a15b-2a25e501dfb8.yml,ae135aaa,"{'home': {'world': 'Ressource', 'x': 4472.19882928747, 'y': 66.0, 'z': 6764.970926386281, 'yaw': 205.35113525390625, 'pitch': 15.300006866455078, 'world-name': ''}}"
3432,78f60b5c-412a-3b5c-8cbf-dcbf510a57ca.yml,Vaxtangg,
3433,79003fa4-cdb5-3214-84ae-f7d6913a1f44.yml,bastien,"{'maison': {'world': 'world', 'x': 5539.2452646443435, 'y': 83.0, 'z': -1525.5200100294999, 'yaw': 301.04473876953125, 'pitch': 84.0, 'world-name': ''}, 'ile': {'world': 'world', 'x': 3531.484153268458, 'y': 97.0, 'z': -6373.334538285281, 'yaw': 150.21922302246094, 'pitch': 67.20004272460938, 'world-name': ''}, 'quimperle': {'world': 'world', 'x': -5444.538600500379, 'y': 64.0, 'z': 477.30338271728283, 'yaw': -258.4302062988281, 'pitch': 86.2499771118164, 'world-name': ''}}"
3434,790a70e0-121e-3762-8a8a-4d50b45c01de.yml,NoRajLookMaCo,"{'base': {'world': 'world', 'x': -2543.482223801516, 'y': 78.0, 'z': -1787.8469590190505, 'yaw': 84.72607421875, 'pitch': 16.40080451965332, 'world-name': ''}, 'minage': {'world': 'Ressource', 'x': 518.3682829154002, 'y': 19.0, 'z': 130.86027097103658, 'yaw': -20.7332763671875, 'pitch': 28.232337951660156, 'world-name': ''}, 'nether': {'world': 'world_nether', 'x': -4209.300000011921, 'y': 74.0, 'z': 5444.300000011921, 'yaw': -357.5494384765625, 'pitch': 14.13888168334961, 'world-name': ''}}"
3435,791556b8-ecb3-3876-9c29-fdebd5dcaac6.yml,YukiaWolf,"{'a': {'world': 'world', 'x': 3202.237459003482, 'y': 63.0, 'z': -6421.590657720719, 'yaw': 269.546142578125, 'pitch': 29.099891662597656, 'world-name': ''}}"
3436,791778a5-f25a-3c68-98f7-b15ed08caaf6.yml,_Stratos,
3437,791b68c0-243e-3007-a49f-1acc5cc03d15.yml,Harrisson123,
3438,79259d97-4af9-3feb-9156-dda54a9329af.yml,AigleBlanc80,
