,0,1,2
819,1bb1b5be-91d5-33b5-a615-7c860ddb4df7.yml,LUZZRODHD,
820,1bb529b8-e153-3002-b2c2-32d0dec58902.yml,Kermita,"{'maison': {'world': 'world', 'x': -730.2973002082891, 'y': 63.0, 'z': -608.0982015963032, 'yaw': -96.92498016357422, 'pitch': 9.684350967407227, 'world-name': ''}, 'peche': {'world': 'world', 'x': 504.333811558473, 'y': 90.0, 'z': -4123.662095854714, 'yaw': -327.32470703125, 'pitch': 26.6866455078125, 'world-name': ''}, 'maison2': {'world': 'world', 'x': 3329.6045498916405, 'y': 65.0, 'z': 3415.0069249050803, 'yaw': -46.25177001953125, 'pitch': 27.228788375854492, 'world-name': ''}}"
821,1bbf6d7c-919e-347b-a468-4331db42448a.yml,OxoLeZozo,
822,1becaf84-f7d7-310e-8d1d-332817c85d47.yml,YameteKudasaiii,
823,1bf36e59-35d0-337a-969f-5184bd2098cd.yml,CrackedTest862,
824,1bfb0175-3db1-321e-be4e-7cbfc8c33859.yml,m3m2005,
825,1bfe00e7-4944-3083-8bc1-190bd61ef9d8.yml,Appletro,
826,1bfe3bf4-84f3-3851-8ee9-c6cc9338492f.yml,Samdrav,
827,1c09bffb-f8bb-35a6-a709-c3caf1fb8dec.yml,PhiPsi64,"{'base': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -4572.9488630900805, 'y': 70.0, 'z': -4742.846066400594, 'yaw': 173.939453125, 'pitch': 30.12137222290039}}"
828,1c16780e-b11e-3d54-b1ad-ecb6b8eef810.yml,ender,
829,1c343681-28cb-3818-a31b-9b464ec9fc7d.yml,_xoxo_21,"{'home': {'world': 'world', 'x': -135.0932173550691, 'y': 85.0, 'z': 6745.27964722574, 'yaw': -125.993408203125, 'pitch': 33.00000762939453, 'world-name': ''}}"
830,1c3c4022-17f4-3ffe-93fc-b9de1a0df06b.yml,juliooooo,"{'home': {'world': 'world', 'x': 7.063296778665612, 'y': 58.0, 'z': -2299.3233278579632, 'yaw': 250.34178161621094, 'pitch': 21.300039291381836, 'world-name': ''}}"
831,1c3fa966-f7df-3c0d-b12b-f7958b9831dc.yml,TOMITOM2017,"{'base': {'world': 'world', 'x': 6803.978851639011, 'y': 67.0, 'z': -3903.92243524732, 'yaw': -6.474601745605469, 'pitch': 25.913591384887695, 'world-name': ''}, 'ressource': {'world': 'Ressource', 'x': 19.669065597350418, 'y': 52.0, 'z': -484.1051369685209, 'yaw': -146.04345703125, 'pitch': 33.234527587890625, 'world-name': ''}, 'test': {'world': 'world', 'x': 7217.752148507243, 'y': 64.0, 'z': -3913.8986323379495, 'yaw': -263.43499755859375, 'pitch': 3.665374755859375, 'world-name': ''}}"
832,1c410c2a-43bc-338e-8831-631b29c44410.yml,Grims_42,
833,1c490a38-b49b-3238-87ce-e79e9d05b9fe.yml,DasilviO_,
834,1c4b8f33-97bf-375a-ac10-d57ff8f3be5a.yml,RXDRIGUE,
835,1c5201eb-ee2d-304a-b7fb-a703ba6bf9f1.yml,KilliaNeo,
836,1c54638e-572d-37d4-a885-6d5b60769671.yml,Adinamai,
837,1c68e6b6-3cd1-37ce-80dc-705974276899.yml,Rainbow__poop,"{'home': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': 7467.2211721259, 'y': 64.0, 'z': 3771.502123586456, 'yaw': -5.399169921875, 'pitch': 11.700220108032227}, 'temple': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': 583.2876458390231, 'y': 66.0, 'z': -4251.953896318235, 'yaw': -19.5487060546875, 'pitch': 14.250059127807617}, 'manoir': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': 5433.382074261544, 'y': 72.0, 'z': -7311.465390211315, 'yaw': 94.816162109375, 'pitch': 6.000233173370361}}"
838,1c73c9f4-040d-325b-be45-248c46a5cd14.yml,NOT_MR,
839,1c764341-6727-3492-bd57-b83498a5709f.yml,Retourlobby,"{'mine': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -821.8329706981398, 'y': 13.0, 'z': 854.4512187825133, 'yaw': 358.388427734375, 'pitch': 14.27125358581543}}"
840,1c77be4d-1d2e-3876-9744-7b942b5761a6.yml,Donovan35,
841,1c8dbcef-e88c-312a-a5c0-e1ee82ad46ce.yml,Loris52,
842,1c8e7aeb-41cc-3992-9d13-3d63216bd8df.yml,_Pierre_,
843,1c90fa76-6102-3fad-9a11-3d5a0689c912.yml,hundlad,
844,1ca30d3f-69c1-36a6-a996-6f98ee01ccab.yml,LinkGamer,"{'home': {'world': 'world', 'x': 4687.214909717122, 'y': 84.5625, 'z': 6895.46746529815, 'yaw': 89.4200668334961, 'pitch': 79.65008544921875, 'world-name': ''}}"
845,1cced39a-632b-3760-9c64-89f7b5503ee4.yml,petitpet,
846,1cd0c49e-0b42-3764-91f1-77e31b493cc0.yml,PonyGames25,"{'home': {'world': 'world', 'x': -2607.5118021651574, 'y': 64.0, 'z': -1354.0004696493243, 'yaw': -106.07526397705078, 'pitch': 35.574039459228516, 'world-name': ''}}"
847,1cd951de-d6d7-39f6-a2ba-e9f0b2cfe8d8.yml,xpanpanx33,
848,1cda4114-3ab1-384b-a35c-67bf34812554.yml,ElectroPhenix,
849,1cdf5c29-f4f6-3c21-b73a-db8fe8a31478.yml,CapitaineMatteo,
850,1ce41e8b-5aca-3a8b-af84-1410d5973558.yml,Lupus_D4em0nis,
851,1ce5b560-27a4-3c10-b06f-0d69bc6f65a5.yml,Myke,"{'home': {'world': 'world', 'x': -6027.082935304721, 'y': 72.0, 'z': 2181.876336857986, 'yaw': 171.14990234375, 'pitch': 37.20001983642578, 'world-name': ''}}"
852,1ce8ee26-4993-3cf5-bef6-0c89f8b2a290.yml,CrackedTest717,
853,1ceb7f8f-490b-352d-83ed-a425a44c682a.yml,kylian_du_26,
854,1cf485df-bc7a-3834-8df6-a4b5302725ce.yml,ucas,
855,1d073034-1c3c-3f5b-b03e-e7f151961cda.yml,hebus1360,
856,1d1f7d8f-d4cc-3b74-b764-2289950d7e81.yml,vixus,
857,1d2282f4-4ce7-3ce9-b6e0-7f59d0fb8ad6.yml,CrackedTest763,
858,1d30df57-aaf5-3925-a5fa-c9a0db24c48a.yml,uranium_is_ctxe,
859,1d31a7b7-70c7-3785-abd7-580b6307ddf9.yml,deneme,
860,1d330dcd-2e68-3e2c-90ad-13eab34bdd8a.yml,poli2343,
861,1d41b3cb-f90f-3f3b-b6e2-a06a662cae8e.yml,cyberewolf,"{'home': {'world': 'world', 'x': 779.2241365774497, 'y': 139.0, 'z': -2986.9311127856286, 'yaw': 82.86824035644531, 'pitch': 23.84964942932129, 'world-name': ''}}"
862,1d4b9817-d025-3356-ada9-db65be8fad50.yml,AkazuraChan,
863,1d5792e2-15fa-3234-9362-1db5452d4fc9.yml,Kurama987,
864,1d6375dc-e709-34be-99ab-2a4c460891fb.yml,CrackedTest452,
865,1d6cde2d-6851-36ad-8f66-5ed632a22ee4.yml,Hearly,"{'home': {'world': 'world', 'x': 314.4201396913363, 'y': 107.0, 'z': -667.4813341008468, 'yaw': 299.73974609375, 'pitch': 40.04469299316406, 'world-name': ''}}"
866,1d70181f-8749-3b07-bf95-0701baa8cd15.yml,highlandero,"{'home': {'world': 'world', 'x': -66.30427025118841, 'y': 70.0, 'z': -346.30000001192093, 'yaw': -174.99830627441406, 'pitch': 27.455068588256836, 'world-name': ''}}"
867,1d76bcd5-0e66-3180-83d3-5649afad7b8f.yml,CrackedTest836,
868,1d8fdde2-b4d2-3c96-8692-e178e9fd4007.yml,el_chu,
869,1d955d5b-3dbe-3503-b2dd-2784d2a757c0.yml,Fire64,"{'home': {'world': 'Ressource', 'x': -3.0454053553187164, 'y': 71.0, 'z': 90.57044339349517, 'yaw': 188.0628662109375, 'pitch': 32.39997100830078, 'world-name': ''}}"
870,1d9813f4-6814-3cb7-8f35-49731c9974f6.yml,Nihme,
871,1d999630-e270-3521-ae76-f00a410265b6.yml,Perfetto,"{'maison': {'world': 'world', 'x': -592.4065478773826, 'y': 77.0, 'z': -4804.79829447473, 'yaw': 294.85467529296875, 'pitch': 23.12168312072754, 'world-name': ''}, 'w': {'world': 'world', 'x': -4635.223060156958, 'y': 64.0, 'z': -4280.371150039703, 'yaw': -10.200653076171875, 'pitch': 1.707588791847229, 'world-name': ''}, 'f': {'world': 'world', 'x': -2200.111083651367, 'y': 66.0, 'z': -5754.022867051531, 'yaw': 76.2314453125, 'pitch': 31.720565795898438, 'world-name': ''}}"
872,1d9c4380-7134-3233-a98b-a50298f5b89d.yml,timo366,
873,1db5d6eb-d6a6-3182-a98b-06aa411801d7.yml,kellycoptere,
874,1db60d08-fcbd-3f2f-922e-4905c9f9f263.yml,gabin,
875,1dcc0e15-aaad-3cda-ae66-13ffedcf342f.yml,Gotsuna,"{'home': {'world': 'world', 'x': 2883.9579755429595, 'y': 63.0, 'z': 4270.385187991074, 'yaw': -358.855712890625, 'pitch': 67.7876968383789, 'world-name': ''}}"
876,1dcf1851-7f29-329d-b636-99fe9a6c32c5.yml,MuZ_z,
877,1de15d6d-b9bc-34f2-8633-bbf37725423c.yml,Sophonix,"{'h': {'world': 'world', 'x': 3092.042599922106, 'y': 105.0, 'z': -5994.497598268483, 'yaw': 18.89935302734375, 'pitch': 13.649924278259277, 'world-name': ''}}"
878,1de700fb-52ba-3715-943c-4470408a32ee.yml,Ulodin,
879,1df35fb5-257b-3ac7-ab3b-52485a9425e3.yml,Destinien17007,
880,1df55c45-6e19-3014-891b-2db8653439c6.yml,Tissapherne,
881,1dff9e87-d79d-3df1-a2cd-2646de67d30b.yml,NanaDaimeKage,
882,1e006e8c-6f26-39f0-8d75-355fd645552e.yml,youyou18,"{'farm': {'world': 'world_the_end', 'x': 268.13860950584615, 'y': 57.0, 'z': -7.825654965761462, 'yaw': 218.943603515625, 'pitch': 17.099916458129883, 'world-name': ''}}"
883,1e130906-d2df-3f11-9118-3909d4226187.yml,Thath0,
884,1e15fd84-81eb-3291-bab5-b4ffd67978b8.yml,Minedore,"{'maison': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -652.5287599731635, 'y': 64.0, 'z': 932.420579211335, 'yaw': -131.24652099609375, 'pitch': 47.849918365478516}}"
885,1e1620da-621e-39f5-87c6-a253bb836265.yml,Mat35440,"{'home': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -1530.5, 'y': 63.0, 'z': -3731.5, 'yaw': -5.999786376953125, 'pitch': 8.099987983703613}, 'aze': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -1683.5, 'y': 67.9375, 'z': 3154.5, 'yaw': 183.24851989746094, 'pitch': 39.90000915527344}, 'tnt': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -2011.5, 'y': 73.0, 'z': -3872.5, 'yaw': 356.79443359375, 'pitch': 35.41215515136719}, 'eopia': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -3604.595673169257, 'y': 188.5, 'z': 3385.1698094728285, 'yaw': -1.3968526124954224, 'pitch': 54.45598602294922}}"
886,1e235c33-0a56-333c-87f2-cc9ad87ce17b.yml,Tabaribou,
887,1e2e9934-6430-314e-852e-7ab82270ac56.yml,anasbara,"{'home': {'world': '6563d6e0-8b82-4203-9071-c8829a7a6845', 'world-name': 'grosPlot', 'x': 595.4333421488998, 'y': 95.35845312257447, 'z': 129.61732490627793, 'yaw': -25.3359375, 'pitch': 46.950233459472656}}"
888,1e352bac-64ad-3296-bc4e-484e9fcbfeb4.yml,SkyZival,"{'b': {'world': 'world', 'x': -4811.476865738059, 'y': 108.0, 'z': 1604.289737958997, 'yaw': -357.1256103515625, 'pitch': 17.699872970581055, 'world-name': ''}}"
889,1e36bd62-b187-389a-b95b-47c07a0fc80c.yml,cebo28,
890,1e3722a2-26f6-3ef0-9de6-1ad1b504dbae.yml,Laputa,
891,1e43241d-7f12-3c5e-acf8-5ddfc9680516.yml,siphano17,"{'home': {'world': 'world', 'x': 6453.850441307328, 'y': 64.0, 'z': -2371.4329538390602, 'yaw': -276.005126953125, 'pitch': 39.60001754760742, 'world-name': ''}}"
892,1e52faf6-06a8-3a91-8613-de70fb0b8c78.yml,thor,
893,1e5dde27-9466-350a-8bfd-b77ff0cbb03a.yml,kutsaru,
894,1e62dd9a-a211-357c-9128-1f6d3f5338ed.yml,Terrazo,
895,1e6c2c78-4701-3163-9035-cf06eac38409.yml,kaviarr,
896,1e821fd1-a3d8-300e-a57b-770ce2d0257e.yml,FURK0Z,"{'_tarville_': {'world': 'world', 'x': -5655.661639652735, 'y': 70.0, 'z': 2138.5400119425926, 'yaw': 177.20018005371094, 'pitch': 20.549949645996094, 'world-name': ''}}"
897,1e861f71-b79e-300f-96bc-c1266fa96a40.yml,mat35,
898,1e86cbab-5cad-374d-90f8-982d025f661a.yml,Clejuvi94,
899,1ea5383a-2af9-3ed6-87e7-032c584fe462.yml,ByCrystal,"{'base': {'world': 'world', 'x': -6068.778716138944, 'y': 68.0, 'z': 5313.285742367034, 'yaw': 234.29989624023438, 'pitch': 16.049991607666016, 'world-name': ''}, 'farm': {'world': 'world_nether', 'x': 279.27400458263963, 'y': 47.0, 'z': -182.04967003249126, 'yaw': 305.52587890625, 'pitch': 31.35007667541504, 'world-name': ''}, 'ressource': {'world': 'Ressource', 'x': 713.6557006147066, 'y': 11.0, 'z': -176.25920989396894, 'yaw': 234.97303771972656, 'pitch': 43.799991607666016, 'world-name': ''}}"
900,1ea645fa-4bcc-3924-bc5f-66516e5d1303.yml,Azrod,"{'maison': {'world': 'world', 'x': 6375.336394710473, 'y': 107.0, 'z': -6113.5544518733395, 'yaw': -197.35006713867188, 'pitch': 13.500008583068848, 'world-name': ''}, 'home': {'world': 'world', 'x': 6285.996458380128, 'y': 69.0, 'z': 1700.0790563522287, 'yaw': -318.1388244628906, 'pitch': 11.83066177368164, 'world-name': ''}}"
901,1ecef71d-1b7a-3c69-b214-658dd5fba614.yml,StormzAah,
902,1ed60fa8-90a5-3a1b-a711-ed5dbbe0c9e8.yml,Lmyy,
903,1eea16b5-1ac6-3cf0-8258-1bc38cd7e684.yml,mini_cooki,
904,1f02f36b-1ee2-395e-9916-33f7ef82a7ea.yml,FayFey,
905,1f0c0d3e-0925-3ee7-9c2b-03c4a32109b0.yml,blacktiger2244,
906,1f25609c-f3a5-37ed-8c9c-9ee391748d50.yml,alexis3300ytb,
907,1f2fe0a5-53e2-3265-9b11-17cc2a17739e.yml,Darkflo97480,"{'maison': {'world': 'world', 'x': -173.04921608713894, 'y': 63.0, 'z': -3040.6045787519197, 'yaw': -38.374603271484375, 'pitch': 24.974340438842773, 'world-name': ''}}"
908,1f3502e8-0647-3008-8368-ee749f266e13.yml,blou_raptor,"{'maison': {'world': 'world', 'x': -2647.6215139948818, 'y': 79.0, 'z': -164.57698759932697, 'yaw': -90.90666961669922, 'pitch': 90.0, 'world-name': ''}}"
909,1f3826d1-0983-3ff2-a631-cc7e40f27257.yml,Freux123,
910,1f397b66-3c91-3e20-8573-1d81f538e19d.yml,T20_RAYA,
911,1f3de069-f550-3898-a2d8-79a95855f57f.yml,noal2,
912,1f4cc970-f2ca-340e-8c7c-e64bf701c55b.yml,Juju77130,"{'home': {'world': 'world', 'x': -3066.61562152069, 'y': 59.0, 'z': 6983.414238535127, 'yaw': 86.93438720703125, 'pitch': 11.55000114440918, 'world-name': ''}}"
913,1f6db3c8-1383-3c83-ad6f-d18adb2d6a4e.yml,notabot,
914,1f73042e-9b07-37e5-84f7-c6f4627fc155.yml,jpdu38,
915,1f76bdda-58a3-3cd6-80c4-5241d1c67aea.yml,loganoux,"{'bp': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': 2153.2990680812545, 'y': 66.0, 'z': 5968.924063169347, 'yaw': 300.6009521484375, 'pitch': 44.09998321533203}}"
916,1f7aafb4-3eaf-3488-b527-9ba1949181a3.yml,SuperBrioche,
917,1f7dfe7f-03e8-3cd4-926d-fba3c0a119fe.yml,djino,
918,1f8461bf-4a41-3c93-83dc-c5c2a363cb57.yml,JAIMELESPATES,
919,1f852686-0ef6-3ff2-bcc9-aee154bc7e70.yml,lox,
920,1f902bd9-3f85-376c-8c6a-f3674e1c5109.yml,Cvoui77,
921,1fa1d4a5-f4e8-389c-84bd-c031bf3d7ca8.yml,acideMH,
922,1faaaf8c-9a56-364e-8efd-b775196e4982.yml,maxou1210,
923,1fae3cd1-131f-3717-b3fa-b00fc232aaf9.yml,Coralie97412,
924,1fb1002f-294e-314a-b94f-2b45185455cb.yml,wannou20,
925,1fb4f2d5-cdbb-3aa4-a890-0fc2890efc65.yml,FaB6GtXx,"{'home': {'world': 'world', 'x': -729.2101297809832, 'y': 69.0, 'z': -1997.7006086523259, 'yaw': 170.51324462890625, 'pitch': 42.749778747558594, 'world-name': ''}}"
926,1fb51fb1-25dc-338b-85c8-121570a774eb.yml,Torga,
927,1fbdaa04-a18c-31aa-94d5-fe3a95742183.yml,PalaceYt,
928,1fcfed66-6b5a-3662-bedb-97976928332a.yml,minoxe1,
929,1fd4f441-c0a8-3655-8c67-45f369ef79bc.yml,Link_Darck,
930,1fd9fac1-f0ef-31f8-a6ee-5d0c3fd5b16f.yml,CrackedTest518,
931,1fe63bcf-7b67-315b-acdc-4dbd3571ef98.yml,wryu,
932,1fe74ff8-64d8-38ec-9051-8aa2b1269773.yml,CrackedTest642,
933,1fe75c8a-c4bd-3920-b775-42ad38592308.yml,Gasterlifo,
934,1fe94f2a-9e5b-3906-8e35-49e4378a14c6.yml,Midarek,"{'base': {'world': 'world', 'x': 4633.32906484008, 'y': 78.0, 'z': 864.5872859527913, 'yaw': -259.04351806640625, 'pitch': 1.8392117023468018, 'world-name': ''}, 'maison': {'world': 'world', 'x': -4076.406630604235, 'y': 66.0, 'z': -3702.250336491816, 'yaw': -276.92034912109375, 'pitch': 9.903705596923828, 'world-name': ''}, 'noel': {'world': 'world', 'x': 7924.114959836363, 'y': 77.0, 'z': -794.7147757833036, 'yaw': -98.0328598022461, 'pitch': 12.523239135742188, 'world-name': ''}}"
935,1ffd687f-55d5-3cc9-ac4b-679b8953c567.yml,fortepsai,
936,200523ad-56b0-3b78-b960-c00ad4a56969.yml,darkents,
937,20060324-e804-33d6-8e48-77cdf95294c8.yml,Druluws,"{'home': {'world': 'world', 'x': 3626.300000011921, 'y': 67.0, 'z': -3602.487500011921, 'yaw': 177.746826171875, 'pitch': 35.70005798339844, 'world-name': ''}}"
938,200c2080-0712-3f43-ae70-70a6dee15bb9.yml,Thiizy_,
939,20168d3f-d2c1-381c-9e12-8b22bf2df806.yml,BisounoursVert,
940,20189394-0373-3a40-93bb-508797638d3c.yml,Derquraiders_,"{'encienne': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -300.630996642939, 'y': 60.0, 'z': -4844.0265805276385, 'yaw': 112.51641845703125, 'pitch': -30.329057693481445}, 'b2': {'world': '6b791b62-b860-492a-aa67-db025bcd5247', 'world-name': 'world2', 'x': 1596.6317158702368, 'y': 47.0, 'z': -2934.348639198724, 'yaw': 92.71725463867188, 'pitch': 45.470523834228516}, 'grotte': {'world': 'b07f0d4e-3705-4848-8c34-caf728b24ec9', 'world-name': 'Ressource', 'x': -3404.369994298459, 'y': -16.0, 'z': -1844.659717267383, 'yaw': -122.61376953125, 'pitch': 37.121456146240234}}"
941,2021f118-c438-3995-953f-9911fcb06f2a.yml,ouasim186,
942,20378b8d-e681-393a-b18e-1aa7b4138235.yml,147258,
943,20469237-307d-33a6-ad67-a6f3c308fb97.yml,L3Gro5,
944,2051d88c-9f17-39c5-8279-1ec1bb41a8e9.yml,Ex0TiiKinG,
945,205d3c72-41e7-3b86-94cc-a52c0a3be37c.yml,Oxyd_pvp,"{'base': {'world': 'Ressource', 'x': 553.0741832333501, 'y': 72.0, 'z': 1170.039981707187, 'yaw': 143.5521240234375, 'pitch': 18.299774169921875, 'world-name': ''}, 'mine': {'world': 'Ressource', 'x': 558.3149160746938, 'y': 24.0, 'z': 1144.300000011921, 'yaw': 62.257843017578125, 'pitch': 4.649982452392578, 'world-name': ''}}"
946,2061414f-9005-3a68-ae46-e42f16a4fa98.yml,OxIlann,
947,20684c0b-d6fd-3791-b68e-c1172d92fc02.yml,Devo_dlt,"{'home': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': 3127.210737395544, 'y': 63.0, 'z': -646.5926634458126, 'yaw': 40.07647705078125, 'pitch': 23.70011329650879}}"
948,2081685a-4dbd-3f5f-8b62-d239a04716b1.yml,Axodique,
949,208ab2a8-7d64-3143-8fc8-c490f1381ea1.yml,darckblabla88,"{'home': {'world': 'world', 'x': -2415.6299106077904, 'y': 70.0, 'z': -1958.7125456144265, 'yaw': -254.9805908203125, 'pitch': -30.289335250854492, 'world-name': ''}}"
950,20961948-9bf7-3545-9e85-c1b415c560b1.yml,Doulo26,"{'wtf': {'world': 'world', 'x': 480.2276840627835, 'y': 67.0, 'z': -1717.1731443983936, 'yaw': 59.162357330322266, 'pitch': 9.026996612548828, 'world-name': ''}}"
951,209b5676-8555-3383-9bb7-49c356346b0e.yml,irwan31,
952,209bb2ad-c37a-3639-a50a-2d0646b9d4b3.yml,DylanVanne,
953,20acd685-8504-3e0b-bcf5-1aef76b6dfbf.yml,nessie35,
954,20adf0a4-a8e7-3866-abe7-1e23dfb40def.yml,wendy,"{'a': {'world': 'world', 'x': 10696.318086176505, 'y': 70.0, 'z': -10892.12176133762, 'yaw': -163.11688232421875, 'pitch': -5.814083576202393, 'world-name': ''}, 'b': {'world': 'Ressource', 'x': 4079.699999988079, 'y': 10.0, 'z': -6809.699999988079, 'yaw': 89.25320434570312, 'pitch': -3.599985361099243, 'world-name': ''}}"
955,20b0c679-0a26-381f-aa69-21e3b4431e62.yml,la_bananedu82,
956,20b3b145-97fd-3adf-8250-f2dba04e890e.yml,evan,
957,20c072a6-1afb-3def-b6f3-d0eefba3ecff.yml,SneapSide,
958,20d07cac-20c5-3cb8-82ec-20a786ac1d11.yml,Keziah93k,
959,20d66ab8-8909-31ac-99b5-cd35fc8e987e.yml,yoxiz12,"{'home': {'world': 'world', 'x': 1122.4577091797878, 'y': 121.0, 'z': 1379.3575144055485, 'yaw': 351.00018310546875, 'pitch': 26.999956130981445, 'world-name': ''}}"
960,20d733da-447b-3950-aba3-22bb253814ea.yml,Liamc76,
961,20e45c94-8f0e-320a-be8d-66c1f953d36c.yml,iSlay,"{'maison': {'world': 'world', 'x': 1149.4903090743878, 'y': 70.0, 'z': -1663.7214960570416, 'yaw': 93.7491455078125, 'pitch': 8.849940299987793, 'world-name': ''}}"
962,20f31424-baef-3535-973e-2f757eae2de2.yml,Steve_genocide,
963,20fa6f4b-6aaa-3b4e-b729-fd1a12953791.yml,Asthurias,
964,2100c310-12dc-305c-8c08-f3e7861ffb03.yml,Lililove35,"{'home': {'world': 'Ressource', 'x': 5087.7973688061165, 'y': 84.0, 'z': -6663.348504681469, 'yaw': -256.502685546875, 'pitch': 5.099989891052246, 'world-name': ''}}"
